Station Code,Name of Monitoring Location,State Name,Temp_Min,Temp_Max,pH_Min,pH_Max,Conductivity_Min,Conductivity_Max,BOD_Min,DOB_Max,Nitrate?N + Nitrite_N Min,Nitrate?N + Nitrite_N Max,Fecal Coliform_Min,Fecal Coliform_Max,Total Coliform_Min,Total Coliform_Max,Total Dissolved Solids_Min,Total Dissolved Solids_Max,Fluoride_Min,Fluoride_Max,Arsenic_Min,Arsenic_Max,Drinkability
4784,"WELL OF SHRI HAZARI SINGH GEHLOT, NEAR PATWARBHAWAN, SALAWAS JODHPUR",RAJASTHAN,27.0,29.8,7.87,8.1,3200.0,4740.0,7.87,5.0,3.22,7.42,2.0,4.0,7.8,9.0,2170.0,3080.0,0.36,0.62,0.01,0.01,Not Drinkable
4785,"WELL OF SHRI TILARAM,NANDWAN, JODHPUR",RAJASTHAN,27.0,28.9,6.97,7.58,5280.0,5730.0,6.97,5.0,5.55,18.52,2.0,11.0,14.0,20.0,3430.0,3853.0,1.46,1.78,0.01,0.01,Not Drinkable
4786,"WELL OF SHRI DEVARAM, HEERKHERA, JODHPUR",RAJASTHAN,27.0,29.0,7.11,7.19,8650.0,9030.0,7.11,5.0,4.12,4.62,4.0,10.0,13.0,21.0,5870.0,5890.0,1.94,2.32,0.01,0.01,Not Drinkable
4787,"WELL OF SHRI DALARAM, AHEERKHERA, JODHPUR",RAJASTHAN,26.0,28.5,6.96,7.27,5200.0,6180.0,6.96,5.0,4.52,7.92,2.0,8.0,13.0,20.0,3330.0,4000.0,1.31,2.8,0.01,0.01,Not Drinkable
4788,"WELL OF SHRI MAGARAM,NANDWAN, JODHPUR",RAJASTHAN,27.0,28.9,7.16,7.33,13980.0,18830.0,7.16,5.0,4.82,5.02,2.0,4.0,6.0,7.0,8230.0,9260.0,1.67,2.82,0.01,0.01,Not Drinkable
4789,"WELL OF SHRI BHAGARAM BHATIA, SALAWAS?JODHPURROAD, SALAWAS, JODHPUR",RAJASTHAN,26.0,29.6,7.22,7.4,6390.0,6880.0,7.22,5.0,4.9,5.82,6.0,6.0,16.0,24.0,4280.0,4410.0,1.82,2.68,0.01,0.01,Not Drinkable
4791,"HANDPUMP NEAR M/S CHAMBLE FERTILIZER & CHEMICALS,GADEPAN",RAJASTHAN,27.0,28.0,7.78,8.39,708.0,848.0,7.78,5.0,1.07,1.19,9.2,11.0,17.0,17.0,460.0,551.0,0.31,0.62,0.01,0.01,Drinkable
4792,"HANDPUMP NEAR M/S RAJASTHAN TEXTILE MILLS,BHAWANI MANDI",RAJASTHAN,28.0,28.0,7.62,8.02,4750.0,5520.0,7.62,5.0,2.31,4.37,6.1,6.8,8.2,11.0,3080.0,3580.0,0.31,0.38,0.01,0.01,Not Drinkable
4793,"PUBLIC TUBEWELL, VILLAGE?NANI, TEHSIL?SIKAR,DIST?SIKAR",RAJASTHAN,27.0,28.0,7.34,8.72,1220.0,2270.0,7.34,5.0,2.11,6.17,7.8,9.1,11.0,13.0,793.0,1474.0,0.45,0.53,0.01,0.01,Not Drinkable
4794,"TUBEWELL OF HARIPRASAD PANNALAL, BADA TALAB, VILL?NANI, TEHSIL?SIKAR",RAJASTHAN,27.0,28.0,7.59,8.55,1275.0,1328.0,7.59,5.0,3.43,6.08,7.8,9.2,17.0,21.0,828.0,863.0,1.01,1.09,0.01,0.01,Not Drinkable
4796,"OPEN WELL OF SARAS DAIRY,VILAS, NH?08, UDAIPUR",RAJASTHAN,26.0,27.0,7.2,8.01,1105.0,1164.0,7.2,5.0,2.12,2.42,2.0,6.0,7.0,21.0,774.0,815.0,0.35,0.43,0.01,0.01,Not Drinkable
4797,"BOREWELL NEAR MAIN GATE, CITY PALACE, NEAR SHEETLAMATA TEMPLE, UDAIPUR",RAJASTHAN,25.0,26.0,8.08,8.18,985.0,1012.0,8.08,5.0,3.52,3.92,3.0,9.0,7.0,14.0,690.0,708.0,0.29,0.38,0.01,0.01,Not Drinkable
4798,"BOREWELL OF BSNL OFFICE, SECTOR?03, HIRAN MARG,UDAIPUR",RAJASTHAN,26.0,26.0,8.02,8.23,714.0,769.0,8.02,5.0,1.42,1.92,4.0,10.0,17.0,18.0,500.0,538.0,0.28,0.37,0.01,0.01,Drinkable
4799,"HAND PUMP AT DISTRICTCOLLECTOR OFFICE, BARAN",RAJASTHAN,27.0,28.0,7.55,7.73,1324.0,1522.0,7.55,5.0,2.41,2.69,9.1,9.2,12.0,14.0,860.0,983.0,0.4,0.45,0.01,0.01,Not Drinkable
4800,"TUBE WELL AT DISTRICTCOLLECTOR OFFICE, CHURU",RAJASTHAN,25.0,26.5,7.51,8.67,4610.0,5250.0,7.51,5.0,3.7,6.31,7.8,8.1,11.0,12.0,2996.0,3410.0,0.49,0.99,0.01,0.01,Not Drinkable
4801,"HAND PUMP AT DISTRICTCOLLECTOR OFFICE, DAUSA",RAJASTHAN,27.0,27.0,7.61,8.41,5470.0,7860.0,7.61,5.0,4.45,4.66,6.8,7.8,12.0,13.0,3550.0,5110.0,1.15,1.44,0.01,0.01,Not Drinkable
4802,"HAND PUMP AT DISTRICTCOLLECTOR OFFICE, KARAULI",RAJASTHAN,27.0,27.0,7.21,7.21,1624.0,1624.0,7.21,5.0,2.8,2.8,7.0,7.0,13.0,13.0,796.0,796.0,0.59,0.59,0.01,0.01,Not Drinkable
4803,"SHAHID CAPT, CHANDRACHOUDHARY PARK, BIKANER",RAJASTHAN,28.7,28.7,7.02,7.34,7300.0,7420.0,7.02,5.0,3.23,5.37,2.0,2.0,3.7,4.0,4740.0,4740.0,0.45,0.51,0.01,0.01,Not Drinkable
4806,"SHRI BABUAL SOPATRA, SHEKHOKI DDHANI PALI",RAJASTHAN,20.0,23.0,7.72,7.95,4286.0,4340.0,7.72,5.0,2.32,2.52,4.0,4.0,16.0,21.0,2780.0,2830.0,1.19,1.21,0.01,0.01,Not Drinkable
4807,"SHRI MUKESH RAJPUROHIT, INFORNT OF GS?197?A, PUNAYATA INDUSTRY ROAD, NEAR BY NATIONAL HIGHWAYPALI?JODHPUR, CETP?IV, PALI",RAJASTHAN,19.6,24.9,7.3,7.41,7780.0,8670.0,7.3,5.0,3.5,-3.57,6.0,7.0,10.0,13.0,5200.0,5630.0,1.23,1.27,0.01,0.01,Not Drinkable
4809,"SHRI RANARAM, NEAR BHANWAR SINGH MANDLI FROMHOUSE NH?PALI?SUMERPUR",RAJASTHAN,19.8,25.0,7.12,7.25,1962.0,3040.0,7.12,5.0,3.84,3.93,2.0,6.0,11.0,11.0,1300.0,1980.0,1.52,1.58,0.01,0.01,Not Drinkable
32,"WELL AT MUSIRI, TAMIL NADU",TAMIL NADU,26.0,34.0,7.45,7.95,1056.0,1243.0,7.45,2.8,0.32,6.57,11.0,68.0,26.0,460.0,672.0,806.0,0.01,0.01,0.01,0.01,Not Drinkable
1449,COLLECTOR WELL AT THIRUPUVANAM FORTAMILNADU,TAMIL NADU,29.0,29.0,7.38,7.38,581.0,581.0,7.38,2.0,0.67,0.67,24.0,24.0,63.0,63.0,330.0,330.0,0.31,0.415,0.01,0.01,Drinkable
4810,"SURIYAMPALAYAM BOREWELL (HAND PUMP) OWNED BY ERODE CORPORATION LOATED OPPOSITE TO M/S. PIONEER PROCESSING INDIA PVT. LTD., BHAVANI MAIN ROAD, R.N.PUDUR POST, ERODE",TAMIL NADU,31.0,34.0,7.12,8.01,2200.0,2446.0,7.12,5.0,0.32,0.32,1.8,1.8,3.6,3.6,1520.0,1544.0,0.38,0.38,0.01,0.01,Not Drinkable
4811,"BOREWELL LOCATED AT M/S. PHOENIX TEXTILE PROCESSORS,VENDIPALAYAM, ERODE",TAMIL NADU,28.0,32.0,6.12,7.75,2420.0,4580.0,6.12,5.0,0.32,0.33,11.0,11.0,2.0,24.0,1596.0,2856.0,0.42,0.42,0.01,0.01,Not Drinkable
4814,"HOUSE OF THIRU MURUGAN, S/O. ESAKKI, NO.16B, MEENAKSHIPURAM, ANNANAGAR, TIRUNELVELI",TAMIL NADU,27.0,32.0,7.24,8.29,1085.0,1155.0,7.24,12.0,0.32,4.94,1.8,1.8,4.0,8.1,760.0,768.0,0.01,0.01,0.01,0.01,Not Drinkable
4815,"MUNICIPAL CORPORATION BORE WELL LOCATED IN PERUMALPURAM STREET, NARANAMMALPURAM,TIRUNELVELI",TAMIL NADU,28.0,31.0,7.15,8.35,745.0,935.0,7.15,7.8,0.32,4.41,1.8,1.8,2.0,3.6,464.0,656.0,0.01,0.01,0.01,0.01,Not Drinkable
4816,AUTHOR Ã‚Â– MUKKANIAGRAGARAM STREET INFRONT,TAMIL NADU,26.0,28.0,7.45,7.96,379.0,955.0,7.45,2.6,0.32,5.74,1.8,1.8,4.0,10.0,252.0,572.0,0.01,0.01,0.01,0.01,Drinkable
4817,ERAL Ã‚Â– CHARMAM ARUNACHALA SWAMY TEMPLEWEST OF BORE WELL,TAMIL NADU,26.0,28.0,7.4,7.8,78.0,382.0,7.4,2.2,0.32,0.32,3.6,3.6,6.0,6.0,48.0,228.0,0.01,0.01,0.01,0.01,Drinkable
4818,"ALWARTHIRUNAGARI Ã‚Â– VETERINARY DISPENSARY, WEST CAR STREET NEAR OVER HEADTANK OF BORE WELL",TAMIL NADU,26.0,28.0,7.4,7.41,213.0,330.0,7.4,3.1,0.32,1.39,3.6,3.6,7.8,10.0,140.0,198.0,0.01,0.01,0.01,0.01,Drinkable
4819,SRIVAIKUNDAM Ã‚Â– BLOCK DEVELOPMENT OFFICE Ã‚Â–OPEN WELL,TAMIL NADU,26.0,28.0,7.26,7.5,1475.0,1864.0,7.26,2.3,0.32,0.32,3.6,3.6,3.7,17.0,826.0,1118.0,0.01,0.01,0.01,0.01,Not Drinkable
4820,SRIVAIKUNDAM Ã‚Â– TNEB SUB STATION 33 KVA OPPOSITE TO TIRUNELVELI MAIN ROAD OPENWELL,TAMIL NADU,26.0,28.0,7.27,7.97,82.0,388.0,7.27,2.5,0.32,0.33,13.0,13.0,2.0,47.0,50.0,230.0,0.01,0.01,0.01,0.01,Drinkable
4821,BOREWELL NEAR KAMBARASAMPETTAI INTAKEWELL (TRICHY UPSTREAM),TAMIL NADU,29.0,34.0,7.68,8.81,424.0,706.0,7.68,2.6,0.32,0.68,11.0,11.0,21.0,78.0,276.0,432.0,0.01,0.01,0.01,0.01,Drinkable
4822,BOREWELL NEAR THOGUR INTAKE WELL (TRICHYDOWNSTREAM),TAMIL NADU,26.0,28.0,7.51,7.85,548.0,815.0,7.51,2.0,0.32,0.85,20.0,140.0,39.0,940.0,350.0,526.0,0.01,0.01,0.01,0.01,Not Drinkable
4824,"PARAMASIVAM WATER SERVICE STATION, BLOCK NO.13 BSNL EXCHANGE OPPOSITE, METTURDAM Ã‚Â– 636 402.",TAMIL NADU,35.0,35.0,7.65,7.65,2190.0,2190.0,7.65,5.0,0.32,0.32,11.0,11.0,24.0,24.0,1416.0,1416.0,0.26,0.26,0.01,0.01,Not Drinkable
4825,"M. KALIAPPAN, SANGILIMUNIYAPPAN KOVIL,ERIKKADU, METTUR",TAMIL NADU,26.0,32.0,6.3,7.6,1388.0,1424.0,6.3,5.0,0.32,0.33,6.1,6.1,6.1,14.0,920.0,928.0,0.01,0.01,0.01,0.01,Not Drinkable
4826,"SAKTHI NAGAR, NEAR MUNICIPALITY SEWAGE TREATMENT PLANT,KOMPURANKADU, METTUR",TAMIL NADU,24.0,27.0,6.82,7.11,870.0,1146.0,6.82,2.4,0.32,0.32,1.8,1.8,3.6,3.7,564.0,724.0,0.01,0.01,0.01,0.01,Not Drinkable
4907,"KOMBUPALLAM,SATHYAMANGALAM",TAMIL NADU,28.0,30.0,6.96,7.67,270.0,289.0,6.96,5.0,0.32,0.32,-25.0,27.0,58.0,79.0,180.0,192.0,0.01,0.01,0.01,0.01,Drinkable
4908,"ARIYAPPAMPALAYAM,SATHYAMANGALAM",TAMIL NADU,29.0,32.0,6.34,7.62,177.0,266.0,6.34,5.0,0.32,0.33,22.0,23.0,49.0,58.0,124.0,180.0,0.01,0.01,0.01,0.01,Drinkable
4909,"THALAVAIPETTAI, BHAVANI",TAMIL NADU,28.0,32.0,6.76,7.29,267.0,473.0,6.76,5.0,0.32,0.33,31.0,31.0,70.0,70.0,208.0,304.0,0.01,0.01,0.01,0.01,Drinkable
4911,"BOREWELL AT PASUPATHY PUDUR VILLAGE, PALANI TALUK,DINDIGUL DIST.",TAMIL NADU,30.0,30.0,6.53,6.53,1540.0,1540.0,6.53,5.0,32.04,32.04,1.8,1.8,2.0,2.0,996.0,996.0,0.55,0.55,0.01,0.01,Not Drinkable
4912,"BORE WELL AT VANNIARVALASU VILLAGE, NEAR ELEMENTARYSCHOOL, THOPPAMPATTI",TAMIL NADU,30.0,30.0,6.64,6.64,1599.0,1599.0,6.64,5.0,0.42,0.42,1.8,1.8,2.0,2.0,1024.0,1024.0,0.62,0.62,0.01,0.01,Not Drinkable
15,"BOREWELL AT KOYYURA,JAYASHANKAR BHUPALAPALLI",TELANGANA,28.0,31.0,7.36,8.51,195.0,216.0,7.36,5.0,1.2,2.2,1.8,1.8,17.0,27.0,114.0,128.0,0.42,0.98,0.01,0.01,Drinkable
16,"OPEN WELL AT GOVT ASHRAM SCHOOL, TADVAI (V), SS TADVAI(M), MULUGU DISTRICT",TELANGANA,27.0,28.0,8.36,8.7,677.0,1007.0,8.36,2.0,1.4,408.0,1.8,1.8,11.0,27.0,420.0,614.0,0.66,0.82,0.01,0.01,Drinkable
27,"BOREWELL AT PEDDAVOORA(V&M), NALGONDA",TELANGANA,22.0,23.0,7.52,7.69,1900.0,1988.0,7.52,5.0,7.26,16.29,2.0,2.0,4.5,8.0,1110.0,1235.0,0.3,0.33,0.01,0.01,Not Drinkable
1515,"BOREWELL AT NAGARAM, PALVANCHA, BHADRADRIKOTHAGUDEM",TELANGANA,28.0,31.2,8.28,8.28,1150.0,1821.0,8.28,5.0,5.2,9.4,1.8,1.8,17.0,24.0,713.0,1092.0,1.1,1.14,0.01,0.01,Not Drinkable
1525,"BOREWELL AT PASHAMYLARAM NEAR M/S.SRI CHAITANYACHLORIDES, SANGAREDDY",TELANGANA,23.0,26.0,7.39,7.52,1900.0,3480.0,7.39,5.0,16.29,27.32,2.0,2.0,4.5,8.0,1235.0,1950.0,0.3,0.34,0.01,0.01,Not Drinkable
1791,"BOREWELL AT PYDIPALLY NEAR EAST SIDE OF SAI CHERUVU , PAIDIPALLY (V),  WARANGAL(M&D)",TELANGANA,27.0,27.0,7.83,8.09,613.0,3130.0,7.83,2.0,1.8,9.8,1.8,1.8,12.0,26.0,386.0,1972.0,0.98,1.08,0.01,0.01,Not Drinkable
1792,"BOREWELL AT CKM COLLEGE, ENAMAMULA (V), WARANGAL(M&D)",TELANGANA,27.0,27.0,8.15,8.84,1012.0,1090.0,8.15,5.0,2.9,4.6,1.8,1.8,17.0,21.0,608.0,732.0,1.02,1.1,0.01,0.01,Not Drinkable
1793,"OPEN WELL AT KUNDANPALLY NEAR ASH PONDS OF NTPC,PEDDAPALLI , RAMAGUNDAM",TELANGANA,28.0,29.0,7.48,7.99,1720.0,1933.0,7.48,1.6,2.9,4.8,1.8,1.8,21.0,38.0,1066.0,1218.0,1.0,1.1,0.01,0.01,Not Drinkable
1794,"BOREWELL AT MANAKONDUR ,RAMAGUNDAM",TELANGANA,28.0,30.0,7.81,7.92,926.0,989.0,7.81,2.0,2.9,3.2,1.8,1.8,33.0,48.0,564.0,604.0,0.86,0.96,0.01,0.01,Not Drinkable
1795,"BOREWELL AT BOLLARAM NEAR PANCHAYAT OFFICE,SANGAREDDY",TELANGANA,23.0,24.0,7.05,7.27,2450.0,3850.0,7.05,5.0,15.24,18.22,2.0,2.0,4.5,8.0,1370.0,2502.5,0.25,0.27,0.01,0.01,Not Drinkable
1810,"BOREWELL AT BODHAN, SRIRAMNAGAR COLONY,SHAKKARNAGAR, NIZAMABAD",TELANGANA,25.0,25.0,7.44,7.69,2240.0,2413.0,7.44,5.0,22.32,25.3,2.0,2.0,4.5,8.0,1260.0,1568.45,0.3,0.35,0.01,0.01,Not Drinkable
1811,"BOREWELL AT RUDRAVELLI NEAR PRIMARY SCHOOL, RUDRAVELLI (V), BIBINAGAR (M),YADADRIBHUVANAGIRI(D)",TELANGANA,21.0,23.0,7.89,8.12,1764.0,1950.0,7.89,5.0,9.28,11.26,2.0,2.0,4.5,8.0,988.0,1267.5,0.26,0.29,0.01,0.01,Not Drinkable
3088,"BOREWELL AT J.NARASIMHA RAO?S HOUSE, 14NOS. AREA, RAMAVARAM, NEAR MWSDUMPSITE, KOTHAGUDEM",TELANGANA,28.0,32.6,7.27,7.95,1364.0,1422.0,7.27,2.0,4.6,8.6,1.8,1.8,21.0,25.0,832.0,932.0,1.04,1.12,0.01,0.01,Not Drinkable
3094,"BOREWELL AT AKBARNAGAR,RAMAGUNDAM",TELANGANA,28.0,30.0,7.88,8.34,968.0,1076.0,7.88,2.0,3.0,3.2,1.8,1.8,22.0,33.0,590.0,668.0,0.92,1.06,0.01,0.01,Not Drinkable
4260,"BOREWELL NEAR MSW DUMP YARD, MEDAK TOWN, MEDAKDISTRICT",TELANGANA,34.0,35.0,7.15,7.47,1312.0,1802.0,7.15,5.0,8.35,12.32,2.0,2.0,4.5,8.0,738.0,1171.3,0.32,0.35,0.01,0.01,Not Drinkable
4262,"BOREWELL NEAR GRAMPANCHYAT OFFICE, KISTAIPALLY VILLAGE, JINNARMMANDAL, SANGAREDDY DISTRICT",TELANGANA,35.0,35.0,6.78,7.41,2464.0,2770.0,6.78,5.0,20.34,23.32,2.0,2.0,4.5,8.0,1384.0,1800.5,0.4,0.46,0.01,0.01,Not Drinkable
4263,"BOREWELL NEAR MPP SCHOOL, GADDAPOTHARAM VILLAGE, JINNARAM MANDAL,SANGAREDDY DISTRICT",TELANGANA,33.0,35.0,6.79,6.89,4900.0,4910.0,6.79,5.0,25.22,28.24,2.0,2.0,4.5,8.0,2760.0,3185.0,0.32,0.36,0.01,0.01,Not Drinkable
4264,"BOREWELL WATER POINT AT ZP GIRLS HIGH SCHOOL, BHUDAN POCHAMPALLY (V&M), YADADRIDISTRICT.",TELANGANA,22.0,23.0,7.57,7.96,2201.0,2385.0,7.57,5.0,22.46,28.24,2.0,2.0,4.5,8.0,1234.0,1550.25,0.5,0.52,0.01,0.01,Not Drinkable
4265,"BOREWELL AT GRAM PANCHAYATH OFFICE NEAR SHIVA TEMPLE & WATER TANK , DOTHIGUDEM (V) , YADADRIBHUVANAGIRI DISTRICT",TELANGANA,22.0,23.0,27.73,8.02,1581.0,1871.0,27.73,5.0,10.42,12.27,2.0,2.0,4.5,8.0,1027.65,1048.0,0.26,0.26,0.01,0.01,Not Drinkable
4266,"BOREWELL, NEAR PRIMARY SCHOOL, ADLOOR YELLAREDDY (V), SADASHIVANAGAR (M),KAMAREDDY DIST.",TELANGANA,25.0,25.0,7.29,7.71,984.0,1405.0,7.29,5.0,12.21,14.19,2.0,2.0,4.5,8.0,560.0,913.25,0.4,0.43,0.01,0.01,Not Drinkable
4268,"BOREWELL LOCATED AT HOUSE OF SRI VITAL RAO, H.NO.2?42, 875, ABESTOS COLONY, GANDHI NAGAR, BALANAGAR, MEDCHALDISTRICT",TELANGANA,28.0,28.0,7.21,7.21,1073.0,1073.0,7.21,5.0,13.6,13.6,1.8,1.8,46.0,46.0,654.0,654.0,1.04,1.04,0.01,0.01,Not Drinkable
4269,"BOREWELL LOCATED AT HOUSE OF SRI P VEKATESH RAJU,PLOT NO.115, 22?321,APIIC, CO? OPERATIVE COLONY, JEEDIMETLA, QUTHBULLAPUR(M),  MEDCHALDISTRICT",TELANGANA,31.0,31.0,7.17,7.17,2570.0,2570.0,7.17,5.0,12.4,12.4,1.8,1.8,120.0,120.0,1542.0,1542.0,1.16,1.16,0.01,0.01,Not Drinkable
4270,"BOREWELL LOCATED AT HOUSE OF P.ANJANEYULU , PLOT NO.25, SHAKTHIPURAM, PRASHANTH NAGAR, I.E.KUKATPALLY,MEDCHAL DISTRICT",TELANGANA,30.0,30.0,7.52,7.52,3030.0,3030.0,7.52,6.0,13.2,13.2,49.0,49.0,920.0,920.0,1878.0,1878.0,1.28,1.28,0.01,0.01,Not Drinkable
4271,"BOREWELL LOCATED AT GOVERNMENT PRIMARYSCHOOL, SY.NO.32, DHULAPALLY",TELANGANA,30.0,30.0,7.61,7.61,1273.0,1273.0,7.61,5.0,12.8,12.8,1.8,1.8,94.0,94.0,802.0,802.0,0.98,0.98,0.01,0.01,Not Drinkable
4272,"BOREWELL LOCATED AT RAJIV GRUHA KALPA, AHMEDGUDA, AMBEDKAR NAGAR, KAPRAMEDCHAL DISTRICT.",TELANGANA,32.0,32.0,7.32,7.32,707.0,707.0,7.32,5.0,10.2,10.2,1.8,1.8,48.0,48.0,452.0,452.0,0.86,0.86,0.01,0.01,Drinkable
4273,"BOREWELL LOCATED AT THANDA DUNDIGAL (V), DHUNDIGAL (M),MEDCHAL DISTRICT.",TELANGANA,28.0,28.0,7.19,7.19,2375.0,2375.0,7.19,5.0,11.8,11.8,1.8,1.8,110.0,110.0,1472.0,1472.0,1.32,1.32,0.01,0.01,Not Drinkable
4274,"BOREWELL POINTS AT THE PERIPHERY OF THE IDA,JEEDIMETLA, MEDCHAL",TELANGANA,29.0,29.0,7.33,7.33,1651.0,1651.0,7.33,5.0,10.4,10.4,1.8,1.8,120.0,120.0,1040.0,1040.0,1.2,1.2,0.01,0.01,Not Drinkable
4275,"BOREWELL POINTS AT THE PERIPHERY OF THE IDA,BALANAGAR, MEDCHAL",TELANGANA,32.0,32.0,7.71,7.71,2195.0,2195.0,7.71,2.0,9.3,9.3,1.8,1.8,110.0,110.0,1360.0,1360.0,1.02,1.02,0.01,0.01,Not Drinkable
4276,"BOREWELL NEAR GRAMPANCHYAT OFFICE, KHAZIPALLY VILLAGE,SANGAREDDY DISTRICT",TELANGANA,34.0,35.0,7.27,7.84,2302.0,2430.0,7.27,5.0,18.16,19.18,2.0,2.0,4.5,8.0,1370.0,1496.3,0.3,0.31,0.01,0.01,Not Drinkable
4277,"BOREWELL AT ZP HIGH SCHOOL, SULTHANPUR (V), AMEENPUR(M), SANGAREDDY DISTRICT",TELANGANA,24.0,24.0,7.22,7.22,2975.0,2975.0,7.22,5.0,26.49,26.49,2.0,2.0,4.5,8.0,1710.0,1710.0,0.46,0.46,0.01,0.01,Not Drinkable
4279,"BOREWELL NEAR M/S. AUROBINDO  PHARMA UNIT ?I, GATE 1 BORAPATLA (V), HATNOORA (M), SANGAREDDYDISTRICT",TELANGANA,24.0,24.0,7.36,7.36,1239.0,1239.0,7.36,5.0,22.18,22.18,2.0,2.0,4.5,8.0,720.0,720.0,0.47,0.47,0.01,0.01,Not Drinkable
4280,"BOREWELL AT IDA RAMPUR, NEAR GWMC DUMP YARD, RAMPUR (V), KHAZIPET (M),HANAMKONDA, WARANGAL",TELANGANA,28.0,28.0,6.99,6.99,7610.0,7610.0,6.99,18.0,24.8,24.8,1.8,1.8,220.0,220.0,4794.0,4794.0,1.02,1.02,0.01,0.01,Not Drinkable
4281,"BOREWELL NEAR BHIMANPALLI VILLAGE (OPEN LAND), BHUDAN POCHAMPALLY MANDAL,NALGONDA",TELANGANA,22.0,23.0,7.47,7.74,2712.0,2886.0,7.47,5.0,26.19,29.25,2.0,2.0,4.5,8.0,1524.0,1875.9,0.21,0.26,0.01,0.01,Not Drinkable
4282,"BOREWELL NEAR AARLA BAVI (V) (AGRICULTURAL FIELD), POCHAMPALLY MANDAL,YADADRI BHUVANAGIR DISTRICT",TELANGANA,22.0,23.0,7.43,7.65,1482.0,1542.0,7.43,5.0,17.14,17.18,2.0,2.0,4.5,8.0,830.0,1002.3,0.24,0.26,0.01,0.01,Not Drinkable
4283,"BOREWELL NEAR DANTUR (V), (OPEN LAND), BHUDAN POCHAMPALLY MANDAL,YADADRI BHUVANAGIRI DISTRICT",TELANGANA,21.0,23.0,7.61,7.73,1594.0,3420.0,7.61,5.0,10.13,26.2,2.0,2.0,4.5,8.0,1036.1,1920.0,0.3,0.35,0.01,0.01,Not Drinkable
4284,"BOREWELL NEAR MALKAPURLAKE, MALKAPUR VILLAGE",TELANGANA,22.0,22.0,7.66,8.22,2261.0,2442.0,7.66,5.0,16.18,18.29,2.0,2.0,4.5,8.0,1274.0,1587.3,0.27,0.29,0.01,0.01,Not Drinkable
4285,"BOREWELL NEAR PEDDAKONDUR VILLAGE (AGRICULTURAL FIELD), CHOUTUPPAL MANDAL,NALGONDA",TELANGANA,21.0,23.0,7.13,7.35,2230.0,2312.0,7.13,5.0,12.26,14.31,2.0,2.0,4.5,8.0,1252.0,1502.8,0.3,0.32,0.01,0.01,Not Drinkable
4286,"BOREWELL NEAR ANKIREDDIGUDEM VILLAGE (AGRICULTURAL FIELD), CHOUTUPPAL MANDAL,NALGONDA",TELANGANA,22.0,23.0,7.21,7.48,2661.0,2744.0,7.21,5.0,21.23,24.28,2.0,2.0,4.5,8.0,1540.0,1729.65,0.28,0.29,0.01,0.01,Not Drinkable
4287,"BOREWELL NEAR LINGAREDDYGUDEM VILLAGE (BESIDE CHOUTUPPAL? VALIGONDA ROAD), CHOUTUPPAL MANDAL,NALGONDA",TELANGANA,21.0,23.0,7.42,7.71,1580.0,1663.0,7.42,5.0,15.32,16.2,2.0,2.0,4.5,8.0,950.0,1080.95,0.26,0.28,0.01,0.01,Not Drinkable
4288,"BOREWELL NEAR NAGARAM CHERUVU, DEVALAMMANAGARAM VILLAGE, NALGONDA",TELANGANA,22.0,23.0,7.58,7.72,1164.0,1816.0,7.58,5.0,14.24,18.3,2.0,2.0,4.5,8.0,652.0,1180.4,0.25,0.27,0.01,0.01,Not Drinkable
4289,"BOREWELL  NEAR PITTAM PALLE VILLAGE (OPEN LAND BESIDE VILLAGE ROAD), CHITYALMANDAL, NALGONDA",TELANGANA,21.0,22.0,7.19,7.38,1375.0,1536.0,7.19,5.0,13.26,13.27,2.0,2.0,4.5,8.0,772.0,998.4,0.38,0.41,0.01,0.01,Not Drinkable
4290,"BOREWELL  NEAR PEDDAKAPARTHI VILLAGE (OPEN LAND BESIDE VILLAGE ROAD),CHITYAL MANDAL , NALGONDA",TELANGANA,22.0,23.0,7.48,7.64,1729.0,2800.0,7.48,5.0,8.25,28.25,2.0,2.0,4.5,8.0,974.0,1820.0,0.36,0.45,0.01,0.01,Not Drinkable
1405,"WELL AT UDAIPUR (TUBEWELL),TRIPURA",TRIPURA,21.0,24.0,5.47,5.69,96.0,108.0,5.47,5.0,0.5,0.51,1.8,1.8,1.8,1.8,54.0,62.0,0.01,0.01,0.01,0.01,Not Drinkable
1406,"WELL AROUND UDAIPUR(TUBEWELL), TRIPURA",TRIPURA,22.0,24.0,5.5,5.61,108.0,113.0,5.5,5.0,0.43,0.48,1.8,1.8,1.8,1.8,62.0,68.0,0.01,0.01,0.01,0.01,Drinkable
1730,"KUNJBAN, AGARTALA, TRIPURA",TRIPURA,21.5,23.0,6.52,6.68,106.0,985.0,6.52,5.0,0.32,0.32,1.8,1.8,1.8,1.8,52.0,56.0,0.01,0.01,0.01,0.01,Drinkable
1731,"LANKAMURA, TRIPURA",TRIPURA,22.0,23.5,6.42,6.51,93.0,98.0,6.42,5.0,0.32,0.32,1.8,1.8,1.8,1.8,52.0,58.0,0.01,0.01,0.01,0.01,Drinkable
1732,"A.D.NAGAR, AGARTALA, TRIPURA",TRIPURA,21.0,23.0,5.95,6.18,121.0,129.0,5.95,5.0,0.32,0.32,1.8,1.8,1.8,1.8,72.0,76.0,0.01,0.01,0.01,0.01,Drinkable
